Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-671,13.0928224,77.5608611,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-670,13.0927242,77.5608025,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-667,13.0925379,77.5605881,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-666,13.0925281,77.5605815,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-668,13.0924782,77.5608418,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-669,13.0925328,77.5608659,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-683,13.0921899,77.5610696,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-665,13.0921775,77.5607939,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-664,13.0923521,77.5609622,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,,13.0923153,77.5609571,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,,13.0927902,77.5602309,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,,13.0927091,77.5606448,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-680,13.0926116,77.5599854,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-681,13.0925713,77.5601934,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,,13.0891876,77.5593437,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-63,13.0890755,77.5593578,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,,13.0891779,77.5593518,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-55,13.0892259,77.5596986,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-54,13.088768,77.5597487,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-53,13.0887245,77.5597593,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-52,13.0884986,77.5597413,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-51,13.088555,77.5596473,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-65,13.0890792,77.5595423,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-64,13.0889958,77.5594306,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-61,13.0893598,77.5594042,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-60,13.0894202,77.5593034,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,,13.0893609,77.5591933,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,,13.0893406,77.559155,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-57,13.0893517,77.559085,,,,,,,,
Continental,"Farmers Producers Agriculture Institute, Yelahanka",404,,,,C-56,13.0892905,77.5590167,,,,,,,,
Continental,Horticuture university,406,,,,B-186,13.0917002,77.5650106,,,,,,,,
Continental,Horticuture university,406,,,,C-78,13.0915597,77.5651471,,,,,,,,
Continental,Horticuture university,406,,,,B-187,13.0915359,77.565152,,,,,,,,
Continental,Horticuture university,406,,,,C-77,13.0915171,77.5650408,,,,,,,,
Continental,Horticuture university,406,,,,,13.0917751,77.5647225,,,,,,,,
Continental,Horticuture university,406,,,,,13.0914855,77.5647459,,,,,,,,
Continental,Horticuture university,406,,,,,13.0914348,77.5647794,,,,,,,,
Continental,Horticuture university,406,,,,,13.0913693,77.564799,,,,,,,,
Continental,Horticuture university,406,,,,B-189,13.0913463,77.5648458,,,,,,,,
Continental,Horticuture university,406,,,,C-75,13.0913252,77.5648926,,,,,,,,
Continental,Horticuture university,406,,,,C-76,13.0912815,77.564995,,,,,,,,
Continental,Horticuture university,406,,,,B-188,13.0913045,77.5650058,,,,,,,,
Continental,Horticuture university,406,,,,C-79,13.0913921,77.564574,,,,,,,,
Continental,Horticuture university,406,,,,C-73,13.0912739,77.5645747,,,,,,,,
Continental,Horticuture university,406,,,,C-72,13.091195,77.5646116,,,,,,,,
Broadcom,GKVK near BBMP Park,392,,,,B-686,13.0943166,77.561395,,,,,,,,
Broadcom,GKVK near BBMP Park,392,,,,MS-212,13.0940856,77.5614523,,,,,,,,
Broadcom,GKVK near BBMP Park,392,,,,MS-211,13.0939771,77.5613879,,,,,,,,
Broadcom,GKVK near BBMP Park,392,,,,MS-188,13.0931737,77.5605376,,,,,,,,
Broadcom,GKVK near BBMP Park,392,,,,MS-187,13.0931285,77.5605072,,,,,,,,
Broadcom,GKVK near BBMP Park,392,,,,MS-186,13.0930599,77.5604424,,,,,,,,
Broadcom,GKVK near BBMP Park,392,,,,MS-189,13.0931488,77.5605835,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-138,13.0924951,77.5613813,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-139,13.0925108,77.5613969,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-140,13.0925755,77.5614464,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-141,13.0926299,77.5615198,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-142,13.0927021,77.5615368,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,,13.0929689,77.5618147,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-146,13.0930587,77.5618558,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-147,13.0931007,77.5619095,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-147,13.0931418,77.561924,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-131,13.0921303,77.5610645,,,,,,,,
Morgan Stanley,"Horticulture Park near GKVK
",309,,,,HM-132,13.0922112,77.561126,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-133,13.0922316,77.5611443,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-134,13.0922535,77.5612165,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-135,13.092326,77.5612334,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-136,13.0924159,77.5612972,,,,,,,,
Morgan Stanley,Horticulture Park near GKVK,309,,,,HM-137,13.0924907,77.5613283,,,,,,,,
Broadcom,Bhagvan Gouthama Budda Park,217,,,,U-4,13.1070062,77.5735233,,,,,,,,
Broadcom,Bhagvan Gouthama Budda Park,217,,,,U-5,13.1069866,77.5732738,,,,,,,140,
Broadcom,Bhagvan Gouthama Budda Park,217,,,,U-1,13.1071143,77.5729909,,,,,,,,
Broadcom,Bhagvan Gouthama Budda Park,217,,,,,13.1070248,77.5729842,,,,,,,,
Broadcom,Bhagvan Gouthama Budda Park,217,,,,U-3,13.106698,77.5731278,,,,,,,460,374
PWC,Jhansi Rani lakshmi Bai,197,,,,MS-72,13.0999695,77.5757164,,,,,,,225,182.9347826
PWC,Jhansi Rani lakshmi Bai,197,,,,MS-74,13.0998548,77.5754776,,,,,,,150,121.9565217
Ujjivan Bank,J.P Rajaratnam Park,219,,,,U-8 ,13.1001971,77.570577,,,,,,,85,69.10869565
Ujjivan Bank,J.P Rajaratnam Park,219,,,,U-9,13.1001537,77.5705917,,,,,,,,
Ujjivan Bank,J.P Rajaratnam Park,219,,,,U-10,13.0999576,77.5706366,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-1,12.947766,77.58067,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-2,12.947781,77.580571,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-3,12.947793,77.580573,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-4,12.947796,77.58057,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-6,12.947636,77.580479,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-10,12.947706,77.580475,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-9,12.947683,77.580419,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-8,12.947213,77.580048,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-7,12.947632,77.580436,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-6,12.947636,77.580479,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-4,12.94763,77.580524,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-13,12.947541,77.58045,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-11,12.947554,77.580374,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-8,12.947213,77.580048,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-7,12.947361,77.580273,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-6,12.947374,77.580336,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-5,12.947306,77.580193,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-14,12.94721,77.58059,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-11,12.947328,77.580429,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-10,12.94728,77.580368,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-9,12.947303,77.5803,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-14,12.94721,77.58059,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-15,12.946095,77.581036,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-37,12.947102,77.580572,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-16,12.946859,77.580634,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-17,12.946614,77.580653,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-18,12.946458,77.580599,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-20,12.946403,77.580693,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-21,12.946323,77.580664,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-22,12.946278,77.58065,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-23,12.946232,77.580635,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-28,12.945111,77.580681,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-29,12.945085,77.580658,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-32,12.944474,77.580636,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-33,12.944347,77.580669,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-3,12.947508,77.580777,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-1,12.947526,77.580827,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-2,12.947435,77.580837,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-32,12.948262,77.581309,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-31,12.948076,77.581211,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-29,12.948078,77.581236,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-30,12.947746,77.581098,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-28,12.947666,77.581254,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-27,12.947345,77.581334,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-26,12.947354,77.581444,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-25,12.947327,77.581513,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-24,12.947266,77.581534,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-22,12.947144,77.581365,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-21,12.947163,77.581288,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-20,12.946909,77.581165,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-18,12.946849,77.581126,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-34,12.946789,77.581033,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LC-17,12.946841,77.581106,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-46,12.946107,77.581436,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-49,12.946023,77.580899,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-44,12.945601,77.581036,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,LD-43,12.94561,77.58108,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-294,12.947676,77.58509,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-295,12.94769,77.585051,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-293,12.947774,77.585187,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-292,12.947767,77.585195,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,1,12.948549,77.58523,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,2,12.948563,77.585242,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,3,12.948611,77.585246,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-258,12.948604,77.585808,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-259,12.948528,77.585932,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-260,12.948514,77.58586,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-256,12.948797,77.58587,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-255,12.948838,77.585883,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-254,12.948996,77.585956,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-244,12.949054,77.585972,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-245,12.949074,77.585809,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-246,12.949206,77.585727,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,4,12.949216,77.585491,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,5,12.94913,77.585441,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,6,12.949201,77.585359,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-251,12.949,77.585544,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-257,12.94885,77.585724,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-253,12.948891,77.58588,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-240,12.949294,77.5859,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-239,12.949457,77.585637,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-241,12.949391,77.585615,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-238,12.949519,77.585986,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-237,12.949686,77.585962,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,7,12.951735,77.586757,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,8,12.95203,77.586582,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,9,12.952029,77.586579,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,10,12.952014,77.586568,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,11,12.951983,77.586568,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,12,12.951967,77.586548,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,13,12.951805,77.586534,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,14,12.951767,77.586492,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,15,12.951747,77.586491,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,16,12.951719,77.586443,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,17,12.951703,77.586441,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,18,12.951707,77.586447,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,19,12.951717,77.586449,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,20,12.951713,77.58645,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,21,12.951704,77.58645,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,22,12.951696,77.586458,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,23,12.951672,77.58646,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,24,12.951065,77.587005,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,25,12.950893,77.587021,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,26,12.950947,77.587051,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,27,12.950901,77.587118,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,28,12.95088,77.587098,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,29,12.950848,77.587086,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,30,12.950822,77.587108,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,31,12.950766,77.587124,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,32,12.950758,77.587109,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,33,12.950752,77.587104,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,34,12.950578,77.587185,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,35,12.950512,77.587382,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,36,12.950426,77.587438,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,37,12.950362,77.58745,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,38,12.950342,77.587443,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,39,12.950325,77.587431,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,40,12.950305,77.587439,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,41,12.950288,77.587441,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,42,12.950218,77.587449,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,43,12.94908,77.587287,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,44,12.94907,77.587266,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,45,12.949062,77.587256,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,46,12.94906,77.587257,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,47,12.949053,7758725,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,48,12.94905,77.587242,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,49,12.949048,77.587232,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,50,12.9492021,77.587167,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,51,12.9492021,77.586827,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-265,12.948899,77.386761,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-319,12.948906,77.586678,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,52,12.948911,77.58666,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,53,12.948921,77.586627,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,54,12.948877,77.58631,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,55,12.948853,77.586273,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,56,12.948851,77.586261,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,57,12.94884,77.586301,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-322,12.948811,77.586294,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-321,12.948751,77.586337,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,58,12.948707,77.586594,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-264,12.948702,77.5866,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-267,12.948706,77.586636,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-279,12.948799,77.587065,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-271,12.948841,77.587086,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-272,12.948832,77.587137,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-262,12.948782,77.587142,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-273,12.948442,77.587895,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-274,12.948459,77.587333,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-262,12.948453,77.586279,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-261,12.948406,77.586196,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-275,12.948375,77.587284,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-276,12.948334,77.587211,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-286,12.947695,77.588019,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,59,12.947596,77.58822,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,60,12.947209,77.58807,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,61,12.947211,77.588035,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,62,12.947039,77.588019,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,63,12.947001,77.588002,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,64,12.947708,77.587899,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,65,12.947619,77.587429,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,66,12.947675,77.587129,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-29,12.947673,77.587137,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,67,12.947767,77.586322,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,68,12.947835,77.586352,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-278,12.948251,77.588074,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,69,12.948396,77.588134,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-280,12.948365,77.588114,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-281,12.948411,77.588102,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,70,12.948463,77.588127,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,71,12.949028,77.588464,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-283,12.948959,77.588437,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,72,12.948783,77.588414,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,PW-285,12.948515,77.588369,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,73,12.949869,77.588525,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,74,12.949865,77.588551,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,75,12.950027,77.588522,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,76,12.95002,77.588536,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,77,12.950037,77.58854,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,78,12.95005,77.588538,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,79,12.950081,77.588574,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,80,12.950208,77.588594,,,,,,,,
